x y habitat.cov landscape water high.water dist.to.water km.to.water
4093236 -3313393 2.87 Malelane.Mountain.Bushveld 0 0 3669 3.67
4094459 -3313393 2.83 Malelane.Mountain.Bushveld 0 0 3868 3.87
4095682 -3313393 2.8 Malelane.Mountain.Bushveld 1 0 2735 2.73
4096905 -3313393 2.78 Malelane.Mountain.Bushveld 0 0 1730 1.73
4098128 -3313393 2.77 Malelane.Mountain.Bushveld 2 0 1223 1.22
4099351 -3313393 2.76 Malelane.Mountain.Bushveld 0 0 1730 1.73
4100574 -3313393 2.74 Malelane.Mountain.Bushveld 1 0 2735 2.73
4101797 -3313393 2.72 Malelane.Mountain.Bushveld 0 0 3868 3.87
4103020 -3313393 2.66 Malelane.Mountain.Bushveld 1 0 3459 3.46
4104243 -3313393 2.57 Malelane.Mountain.Bushveld 0 0 2735 2.73
4105466 -3313393 2.44 Malelane.Mountain.Bushveld 1 0 2446 2.45
4106689 -3313393 2.27 Malelane.Mountain.Bushveld 0 0 2446 2.45
4107912 -3313393 2.07 Malelane.Mountain.Bushveld 2 0 1730 1.73
4109135 -3313393 1.86 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4110358 -3313393 1.65 Mixed.Bushwillow.Woodlands 9 1 0 0
4111581 -3313393 1.47 Mixed.Bushwillow.Woodlands 8 1 0 0
4112804 -3313393 1.33 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4114028 -3313393 1.23 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4115251 -3313393 1.19 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4116474 -3313393 1.2 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4117697 -3313393 1.24 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4118920 -3313393 1.32 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4120143 -3313393 1.41 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4121366 -3313393 1.51 Sabie.Crocodile.Thorn.Thickets 3 0 1223 1.22
4122589 -3313393 1.61 Sabie.Crocodile.Thorn.Thickets 5 1 0 0
4123812 -3313393 1.7 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4125035 -3313393 1.78 Sabie.Crocodile.Thorn.Thickets 0 0 2446 2.45
4126258 -3313393 1.84 Sabie.Crocodile.Thorn.Thickets 2 0 2735 2.73
4127481 -3313393 1.89 Sabie.Crocodile.Thorn.Thickets 2 0 2446 2.45
4128704 -3313393 1.92 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4129927 -3313393 1.94 Sabie.Crocodile.Thorn.Thickets 15 1 0 0
4083451 -3312170 3 Malelane.Mountain.Bushveld 6 1 0 0
4084674 -3312170 2.99 Malelane.Mountain.Bushveld 1 0 1223 1.22
4085897 -3312170 2.99 Malelane.Mountain.Bushveld 1 0 2446 2.45
4087120 -3312170 2.98 Malelane.Mountain.Bushveld 1 0 3669 3.67
4088343 -3312170 2.96 Malelane.Mountain.Bushveld 2 0 4892 4.89
4089566 -3312170 2.94 Malelane.Mountain.Bushveld 0 0 4410 4.41
4090790 -3312170 2.91 Malelane.Mountain.Bushveld 0 0 3459 3.46
4092013 -3312170 2.86 Malelane.Mountain.Bushveld 0 0 2735 2.73
4093236 -3312170 2.81 Malelane.Mountain.Bushveld 1 0 2446 2.45
4094459 -3312170 2.76 Malelane.Mountain.Bushveld 0 0 2735 2.73
4095682 -3312170 2.71 Malelane.Mountain.Bushveld 0 0 3459 3.46
4096905 -3312170 2.67 Malelane.Mountain.Bushveld 0 0 2735 2.73
4098128 -3312170 2.65 Malelane.Mountain.Bushveld 1 0 2446 2.45
4099351 -3312170 2.63 Malelane.Mountain.Bushveld 0 0 2735 2.73
4100574 -3312170 2.62 Malelane.Mountain.Bushveld 1 0 3459 3.46
4101797 -3312170 2.59 Malelane.Mountain.Bushveld 0 0 3459 3.46
4103020 -3312170 2.54 Malelane.Mountain.Bushveld 1 0 2735 2.73
4104243 -3312170 2.46 Malelane.Mountain.Bushveld 0 0 1730 1.73
4105466 -3312170 2.33 Malelane.Mountain.Bushveld 0 0 1223 1.22
4106689 -3312170 2.17 Malelane.Mountain.Bushveld 1 0 1223 1.22
4107912 -3312170 1.99 Malelane.Mountain.Bushveld 2 0 1223 1.22
4109135 -3312170 1.79 Mixed.Bushwillow.Woodlands 12 1 0 0
4110358 -3312170 1.6 Mixed.Bushwillow.Woodlands 8 1 0 0
4111581 -3312170 1.43 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4112804 -3312170 1.31 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4114028 -3312170 1.22 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4115251 -3312170 1.18 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4116474 -3312170 1.19 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4117697 -3312170 1.24 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4118920 -3312170 1.31 Sabie.Crocodile.Thorn.Thickets 5 1 0 0
4120143 -3312170 1.4 Sabie.Crocodile.Thorn.Thickets 6 1 0 0
4121366 -3312170 1.5 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4122589 -3312170 1.6 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4123812 -3312170 1.69 Thorn.Veld 2 0 1730 1.73
4125035 -3312170 1.76 Thorn.Veld 1 0 2735 2.73
4126258 -3312170 1.82 Sabie.Crocodile.Thorn.Thickets 0 0 3669 3.67
4127481 -3312170 1.87 Sabie.Crocodile.Thorn.Thickets 3 0 2446 2.45
4128704 -3312170 1.9 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4129927 -3312170 1.92 Sabie.Crocodile.Thorn.Thickets 11 1 0 0
4131150 -3312170 1.93 Sabie.Crocodile.Thorn.Thickets 10 1 0 0
4132373 -3312170 1.93 Sabie.Crocodile.Thorn.Thickets 11 1 0 0
4083451 -3310947 3 Malelane.Mountain.Bushveld 8 1 0 0
4084674 -3310947 2.99 Malelane.Mountain.Bushveld 0 0 1223 1.22
4085897 -3310947 2.99 Malelane.Mountain.Bushveld 3 0 2446 2.45
4087120 -3310947 2.98 Malelane.Mountain.Bushveld 0 0 3459 3.46
4088343 -3310947 2.96 Malelane.Mountain.Bushveld 1 0 4410 4.41
4089566 -3310947 2.92 Malelane.Mountain.Bushveld 0 0 3868 3.87
4090790 -3310947 2.88 Malelane.Mountain.Bushveld 0 0 2735 2.73
4092013 -3310947 2.82 Malelane.Mountain.Bushveld 0 0 1730 1.73
4093236 -3310947 2.75 Malelane.Mountain.Bushveld 0 0 1223 1.22
4094459 -3310947 2.67 Malelane.Mountain.Bushveld 0 0 1730 1.73
4095682 -3310947 2.6 Malelane.Mountain.Bushveld 0 0 2735 2.73
4096905 -3310947 2.55 Malelane.Mountain.Bushveld 0 0 3459 3.46
4098128 -3310947 2.5 Malelane.Mountain.Bushveld 0 0 3669 3.67
4099351 -3310947 2.48 Malelane.Mountain.Bushveld 1 0 3868 3.87
4100574 -3310947 2.46 Malelane.Mountain.Bushveld 0 0 3868 3.87
4101797 -3310947 2.43 Malelane.Mountain.Bushveld 1 0 2735 2.73
4103020 -3310947 2.38 Malelane.Mountain.Bushveld 1 0 1730 1.73
4104243 -3310947 2.3 Malelane.Mountain.Bushveld 0 0 1223 1.22
4105466 -3310947 2.19 Malelane.Mountain.Bushveld 8 1 0 0
4106689 -3310947 2.05 Malelane.Mountain.Bushveld 6 1 0 0
4107912 -3310947 1.88 Malelane.Mountain.Bushveld 8 1 0 0
4109135 -3310947 1.71 Malelane.Mountain.Bushveld 1 0 1223 1.22
4110358 -3310947 1.54 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4111581 -3310947 1.39 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4112804 -3310947 1.28 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4114028 -3310947 1.21 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4115251 -3310947 1.17 Mixed.Bushwillow.Woodlands 0 0 3669 3.67
4116474 -3310947 1.18 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4117697 -3310947 1.22 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4118920 -3310947 1.29 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4120143 -3310947 1.38 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4121366 -3310947 1.47 Sabie.Crocodile.Thorn.Thickets 1 0 1730 1.73
4122589 -3310947 1.57 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4123812 -3310947 1.66 Thorn.Veld 1 0 2735 2.73
4125035 -3310947 1.74 Sabie.Crocodile.Thorn.Thickets 2 0 3459 3.46
4126258 -3310947 1.8 Sabie.Crocodile.Thorn.Thickets 1 0 3669 3.67
4127481 -3310947 1.84 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4128704 -3310947 1.88 Sabie.Crocodile.Thorn.Thickets 1 0 1730 1.73
4129927 -3310947 1.89 Sabie.Crocodile.Thorn.Thickets 3 0 1223 1.22
4131150 -3310947 1.9 Sabie.Crocodile.Thorn.Thickets 10 1 0 0
4132373 -3310947 1.9 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4133596 -3310947 1.89 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4083451 -3309724 3 Malelane.Mountain.Bushveld 6 1 0 0
4084674 -3309724 2.99 Malelane.Mountain.Bushveld 1 0 1223 1.22
4085897 -3309724 2.99 Malelane.Mountain.Bushveld 3 0 1730 1.73
4087120 -3309724 2.97 Malelane.Mountain.Bushveld 2 0 2735 2.73
4088343 -3309724 2.95 Malelane.Mountain.Bushveld 2 0 3868 3.87
4089566 -3309724 2.91 Malelane.Mountain.Bushveld 0 0 3669 3.67
4090790 -3309724 2.85 Malelane.Mountain.Bushveld 0 0 2446 2.45
4092013 -3309724 2.78 Malelane.Mountain.Bushveld 0 0 1223 1.22
4093236 -3309724 2.69 Malelane.Mountain.Bushveld 5 1 0 0
4094459 -3309724 2.59 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4095682 -3309724 2.5 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4096905 -3309724 2.42 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4098128 -3309724 2.35 Malelane.Mountain.Bushveld 1 0 3459 3.46
4099351 -3309724 2.31 Malelane.Mountain.Bushveld 1 0 3868 3.87
4100574 -3309724 2.28 Malelane.Mountain.Bushveld 1 0 3669 3.67
4101797 -3309724 2.24 Malelane.Mountain.Bushveld 1 0 2446 2.45
4103020 -3309724 2.19 Malelane.Mountain.Bushveld 0 0 1223 1.22
4104243 -3309724 2.12 Malelane.Mountain.Bushveld 10 1 0 0
4105466 -3309724 2.02 Malelane.Mountain.Bushveld 2 0 1223 1.22
4106689 -3309724 1.9 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4107912 -3309724 1.76 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4109135 -3309724 1.61 Malelane.Mountain.Bushveld 5 1 0 0
4110358 -3309724 1.47 Malelane.Mountain.Bushveld 4 0 1223 1.22
4111581 -3309724 1.34 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4112804 -3309724 1.25 Mixed.Bushwillow.Woodlands 2 0 3459 3.46
4114028 -3309724 1.18 Mixed.Bushwillow.Woodlands 1 0 4410 4.41
4115251 -3309724 1.15 Mixed.Bushwillow.Woodlands 1 0 4410 4.41
4116474 -3309724 1.16 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4117697 -3309724 1.2 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4118920 -3309724 1.26 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4120143 -3309724 1.34 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4121366 -3309724 1.44 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4122589 -3309724 1.53 Thorn.Veld 2 0 3459 3.46
4123812 -3309724 1.62 Sabie.Crocodile.Thorn.Thickets 3 0 2735 2.73
4125035 -3309724 1.7 Sabie.Crocodile.Thorn.Thickets 2 0 2446 2.45
4126258 -3309724 1.76 Sabie.Crocodile.Thorn.Thickets 3 0 2446 2.45
4127481 -3309724 1.81 Sabie.Crocodile.Thorn.Thickets 4 0 2446 2.45
4128704 -3309724 1.84 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4129927 -3309724 1.85 Sabie.Crocodile.Thorn.Thickets 14 1 0 0
4131150 -3309724 1.85 Sabie.Crocodile.Thorn.Thickets 6 1 0 0
4132373 -3309724 1.85 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4133596 -3309724 1.84 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4083451 -3308501 3 Malelane.Mountain.Bushveld 2 0 1223 1.22
4084674 -3308501 2.99 Malelane.Mountain.Bushveld 5 1 0 0
4085897 -3308501 2.98 Malelane.Mountain.Bushveld 2 0 1223 1.22
4087120 -3308501 2.97 Malelane.Mountain.Bushveld 3 0 2446 2.45
4088343 -3308501 2.94 Malelane.Mountain.Bushveld 0 0 3669 3.67
4089566 -3308501 2.9 Malelane.Mountain.Bushveld 0 0 3868 3.87
4090790 -3308501 2.84 Malelane.Mountain.Bushveld 3 0 2735 2.73
4092013 -3308501 2.76 Malelane.Mountain.Bushveld 2 0 1730 1.73
4093236 -3308501 2.65 Malelane.Mountain.Bushveld 3 0 1223 1.22
4094459 -3308501 2.53 Mixed.Bushwillow.Woodlands 5 1 0 0
4095682 -3308501 2.41 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4096905 -3308501 2.3 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4098128 -3308501 2.21 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4099351 -3308501 2.14 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4100574 -3308501 2.09 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4101797 -3308501 2.04 Malelane.Mountain.Bushveld 1 0 2446 2.45
4103020 -3308501 1.99 Malelane.Mountain.Bushveld 2 0 1223 1.22
4104243 -3308501 1.93 Malelane.Mountain.Bushveld 14 1 0 0
4105466 -3308501 1.84 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4106689 -3308501 1.74 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4107912 -3308501 1.62 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4109135 -3308501 1.5 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4110358 -3308501 1.38 Malelane.Mountain.Bushveld 3 0 1223 1.22
4111581 -3308501 1.28 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4112804 -3308501 1.21 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4114028 -3308501 1.15 Mixed.Bushwillow.Woodlands 0 0 3868 3.87
4115251 -3308501 1.13 Mixed.Bushwillow.Woodlands 1 0 4410 4.41
4116474 -3308501 1.14 Mixed.Bushwillow.Woodlands 2 0 4410 4.41
4117697 -3308501 1.17 Mixed.Bushwillow.Woodlands 1 0 3868 3.87
4118920 -3308501 1.23 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4120143 -3308501 1.3 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4121366 -3308501 1.39 Thorn.Veld 1 0 2446 2.45
4122589 -3308501 1.48 Thorn.Veld 0 0 2446 2.45
4123812 -3308501 1.57 Sabie.Crocodile.Thorn.Thickets 2 0 1730 1.73
4125035 -3308501 1.65 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4126258 -3308501 1.71 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4127481 -3308501 1.75 Sabie.Crocodile.Thorn.Thickets 3 0 1223 1.22
4128704 -3308501 1.78 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4129927 -3308501 1.79 Sabie.Crocodile.Thorn.Thickets 10 1 0 0
4131150 -3308501 1.79 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4132373 -3308501 1.79 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4133596 -3308501 1.78 Sabie.Crocodile.Thorn.Thickets 1 0 2735 2.73
4134819 -3308501 1.77 Sabie.Crocodile.Thorn.Thickets 1 0 3868 3.87
4083451 -3307278 3 Pretoriuskop.Sourveld 12 1 0 0
4084674 -3307278 2.99 Malelane.Mountain.Bushveld 0 0 1223 1.22
4085897 -3307278 2.99 Malelane.Mountain.Bushveld 2 0 1730 1.73
4087120 -3307278 2.97 Malelane.Mountain.Bushveld 1 0 2735 2.73
4088343 -3307278 2.94 Malelane.Mountain.Bushveld 2 0 3459 3.46
4089566 -3307278 2.9 Malelane.Mountain.Bushveld 1 0 2735 2.73
4090790 -3307278 2.84 Malelane.Mountain.Bushveld 1 0 2446 2.45
4092013 -3307278 2.75 Malelane.Mountain.Bushveld 3 0 2735 2.73
4093236 -3307278 2.63 Malelane.Mountain.Bushveld 1 0 1730 1.73
4094459 -3307278 2.5 Malelane.Mountain.Bushveld 2 0 1223 1.22
4095682 -3307278 2.36 Mixed.Bushwillow.Woodlands 5 1 0 0
4096905 -3307278 2.22 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4098128 -3307278 2.1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4099351 -3307278 2 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4100574 -3307278 1.92 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4101797 -3307278 1.86 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4103020 -3307278 1.8 Malelane.Mountain.Bushveld 0 0 1223 1.22
4104243 -3307278 1.73 Malelane.Mountain.Bushveld 4 0 1223 1.22
4105466 -3307278 1.66 Mixed.Bushwillow.Woodlands 7 1 0 0
4106689 -3307278 1.57 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4107912 -3307278 1.48 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4109135 -3307278 1.38 Mixed.Bushwillow.Woodlands 6 1 0 0
4110358 -3307278 1.3 Mixed.Bushwillow.Woodlands 11 1 0 0
4111581 -3307278 1.22 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4112804 -3307278 1.16 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4114028 -3307278 1.12 Mixed.Bushwillow.Woodlands 3 0 2735 2.73
4115251 -3307278 1.1 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4116474 -3307278 1.11 Mixed.Bushwillow.Woodlands 0 0 3868 3.87
4117697 -3307278 1.14 Mixed.Bushwillow.Woodlands 2 0 3868 3.87
4118920 -3307278 1.19 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4120143 -3307278 1.26 Thorn.Veld 2 0 1730 1.73
4121366 -3307278 1.34 Thorn.Veld 1 0 1223 1.22
4122589 -3307278 1.42 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4123812 -3307278 1.5 Sabie.Crocodile.Thorn.Thickets 3 0 1223 1.22
4125035 -3307278 1.58 Sabie.Crocodile.Thorn.Thickets 14 1 0 0
4126258 -3307278 1.64 Sabie.Crocodile.Thorn.Thickets 11 1 0 0
4127481 -3307278 1.68 Sabie.Crocodile.Thorn.Thickets 7 1 0 0
4128704 -3307278 1.7 Sabie.Crocodile.Thorn.Thickets 10 1 0 0
4129927 -3307278 1.72 Sabie.Crocodile.Thorn.Thickets 12 1 0 0
4131150 -3307278 1.72 Sabie.Crocodile.Thorn.Thickets 12 1 0 0
4132373 -3307278 1.71 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4133596 -3307278 1.71 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4134819 -3307278 1.7 Sabie.Crocodile.Thorn.Thickets 1 0 3669 3.67
4136042 -3307278 1.7 Sabie.Crocodile.Thorn.Thickets 0 0 4892 4.89
4083451 -3306054 3 Pretoriuskop.Sourveld 11 1 0 0
4084674 -3306054 2.99 Pretoriuskop.Sourveld 8 1 0 0
4085897 -3306054 2.99 Malelane.Mountain.Bushveld 0 0 1223 1.22
4087120 -3306054 2.97 Malelane.Mountain.Bushveld 0 0 1730 1.73
4088343 -3306054 2.95 Malelane.Mountain.Bushveld 0 0 2735 2.73
4089566 -3306054 2.91 Malelane.Mountain.Bushveld 1 0 1730 1.73
4090790 -3306054 2.85 Malelane.Mountain.Bushveld 0 0 1223 1.22
4092013 -3306054 2.75 Malelane.Mountain.Bushveld 3 0 1730 1.73
4093236 -3306054 2.64 Malelane.Mountain.Bushveld 3 0 1223 1.22
4094459 -3306054 2.49 Malelane.Mountain.Bushveld 5 1 0 0
4095682 -3306054 2.33 Malelane.Mountain.Bushveld 13 1 0 0
4096905 -3306054 2.17 Mixed.Bushwillow.Woodlands 11 1 0 0
4098128 -3306054 2.02 Mixed.Bushwillow.Woodlands 12 1 0 0
4099351 -3306054 1.89 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4100574 -3306054 1.79 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4101797 -3306054 1.7 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4103020 -3306054 1.63 Mixed.Bushwillow.Woodlands 9 1 0 0
4104243 -3306054 1.56 Mixed.Bushwillow.Woodlands 8 1 0 0
4105466 -3306054 1.49 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4106689 -3306054 1.42 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4107912 -3306054 1.35 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4109135 -3306054 1.28 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4110358 -3306054 1.22 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4111581 -3306054 1.16 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4112804 -3306054 1.12 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4114028 -3306054 1.09 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4115251 -3306054 1.08 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4116474 -3306054 1.08 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4117697 -3306054 1.11 Thorn.Veld 2 0 3459 3.46
4118920 -3306054 1.15 Thorn.Veld 1 0 2446 2.45
4120143 -3306054 1.21 Thorn.Veld 2 0 1223 1.22
4121366 -3306054 1.28 Mixed.Bushwillow.Woodlands 5 1 0 0
4122589 -3306054 1.35 Mixed.Bushwillow.Woodlands 7 1 0 0
4123812 -3306054 1.43 Sabie.Crocodile.Thorn.Thickets 3 0 1223 1.22
4125035 -3306054 1.5 Sabie.Crocodile.Thorn.Thickets 5 1 0 0
4126258 -3306054 1.55 Sabie.Crocodile.Thorn.Thickets 7 1 0 0
4127481 -3306054 1.59 Sabie.Crocodile.Thorn.Thickets 10 1 0 0
4128704 -3306054 1.61 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4129927 -3306054 1.62 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4131150 -3306054 1.63 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4132373 -3306054 1.63 Sabie.Crocodile.Thorn.Thickets 3 0 1730 1.73
4133596 -3306054 1.63 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4134819 -3306054 1.63 Mixed.Bushwillow.Woodlands 0 0 3868 3.87
4136042 -3306054 1.64 Mixed.Bushwillow.Woodlands 0 0 3868 3.87
4083451 -3304831 3 Pretoriuskop.Sourveld 10 1 0 0
4084674 -3304831 2.99 Pretoriuskop.Sourveld 9 1 0 0
4085897 -3304831 2.99 Pretoriuskop.Sourveld 6 1 0 0
4087120 -3304831 2.98 Malelane.Mountain.Bushveld 1 0 1223 1.22
4088343 -3304831 2.96 Malelane.Mountain.Bushveld 1 0 1730 1.73
4089566 -3304831 2.92 Malelane.Mountain.Bushveld 2 0 1223 1.22
4090790 -3304831 2.86 Malelane.Mountain.Bushveld 6 1 0 0
4092013 -3304831 2.77 Malelane.Mountain.Bushveld 3 0 1223 1.22
4093236 -3304831 2.66 Malelane.Mountain.Bushveld 2 0 1223 1.22
4094459 -3304831 2.51 Malelane.Mountain.Bushveld 6 1 0 0
4095682 -3304831 2.34 Malelane.Mountain.Bushveld 9 1 0 0
4096905 -3304831 2.17 Malelane.Mountain.Bushveld 13 1 0 0
4098128 -3304831 1.99 Mixed.Bushwillow.Woodlands 14 1 0 0
4099351 -3304831 1.84 Mixed.Bushwillow.Woodlands 5 1 0 0
4100574 -3304831 1.7 Mixed.Bushwillow.Woodlands 8 1 0 0
4101797 -3304831 1.59 Mixed.Bushwillow.Woodlands 13 1 0 0
4103020 -3304831 1.5 Mixed.Bushwillow.Woodlands 12 1 0 0
4104243 -3304831 1.42 Mixed.Bushwillow.Woodlands 5 1 0 0
4105466 -3304831 1.36 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4106689 -3304831 1.3 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4107912 -3304831 1.24 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4109135 -3304831 1.19 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4110358 -3304831 1.15 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4111581 -3304831 1.11 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4112804 -3304831 1.08 Mixed.Bushwillow.Woodlands 12 1 0 0
4114028 -3304831 1.06 Thorn.Veld 1 0 1223 1.22
4115251 -3304831 1.05 Thorn.Veld 0 0 1223 1.22
4116474 -3304831 1.06 Thorn.Veld 3 0 1730 1.73
4117697 -3304831 1.08 Thorn.Veld 0 0 2735 2.73
4118920 -3304831 1.11 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4120143 -3304831 1.16 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4121366 -3304831 1.22 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4122589 -3304831 1.28 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4123812 -3304831 1.35 Sabie.Crocodile.Thorn.Thickets 12 1 0 0
4125035 -3304831 1.4 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4126258 -3304831 1.45 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4127481 -3304831 1.48 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4128704 -3304831 1.51 Sabie.Crocodile.Thorn.Thickets 1 0 1730 1.73
4129927 -3304831 1.52 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4131150 -3304831 1.52 Sabie.Crocodile.Thorn.Thickets 2 0 2446 2.45
4132373 -3304831 1.53 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4133596 -3304831 1.54 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4134819 -3304831 1.56 Mixed.Bushwillow.Woodlands 2 0 3459 3.46
4136042 -3304831 1.58 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4137266 -3304831 1.6 Sabie.Crocodile.Thorn.Thickets 3 0 2446 2.45
4082228 -3303608 3 Pretoriuskop.Sourveld 15 1 0 0
4083451 -3303608 3 Pretoriuskop.Sourveld 8 1 0 0
4084674 -3303608 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4085897 -3303608 2.99 Pretoriuskop.Sourveld 1 0 1223 1.22
4087120 -3303608 2.98 Pretoriuskop.Sourveld 7 1 0 0
4088343 -3303608 2.96 Malelane.Mountain.Bushveld 3 0 1223 1.22
4089566 -3303608 2.93 Malelane.Mountain.Bushveld 2 0 1730 1.73
4090790 -3303608 2.88 Malelane.Mountain.Bushveld 1 0 1223 1.22
4092013 -3303608 2.8 Malelane.Mountain.Bushveld 3 0 1730 1.73
4093236 -3303608 2.69 Malelane.Mountain.Bushveld 3 0 1730 1.73
