x y habitat.cov landscape water high.water dist.to.water km.to.water
4094459 -3303608 2.54 Malelane.Mountain.Bushveld 3 0 1223 1.22
4095682 -3303608 2.37 Malelane.Mountain.Bushveld 5 1 0 0
4096905 -3303608 2.19 Malelane.Mountain.Bushveld 10 1 0 0
4098128 -3303608 2 Mixed.Bushwillow.Woodlands 9 1 0 0
4099351 -3303608 1.82 Mixed.Bushwillow.Woodlands 6 1 0 0
4100574 -3303608 1.66 Mixed.Bushwillow.Woodlands 8 1 0 0
4101797 -3303608 1.53 Mixed.Bushwillow.Woodlands 6 1 0 0
4103020 -3303608 1.42 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4104243 -3303608 1.33 Mixed.Bushwillow.Woodlands 10 1 0 0
4105466 -3303608 1.26 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4106689 -3303608 1.21 Mixed.Bushwillow.Woodlands 6 1 0 0
4107912 -3303608 1.16 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4109135 -3303608 1.12 Thorn.Veld 2 0 2446 2.45
4110358 -3303608 1.09 Thorn.Veld 0 0 2446 2.45
4111581 -3303608 1.07 Thorn.Veld 2 0 1223 1.22
4112804 -3303608 1.05 Thorn.Veld 5 1 0 0
4114028 -3303608 1.04 Thorn.Veld 3 0 1223 1.22
4115251 -3303608 1.04 Thorn.Veld 7 1 0 0
4116474 -3303608 1.04 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4117697 -3303608 1.06 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4118920 -3303608 1.08 Mixed.Bushwillow.Woodlands 2 0 3459 3.46
4120143 -3303608 1.12 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4121366 -3303608 1.16 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4122589 -3303608 1.21 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4123812 -3303608 1.26 Mixed.Bushwillow.Woodlands 8 1 0 0
4125035 -3303608 1.31 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4126258 -3303608 1.35 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4127481 -3303608 1.38 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4128704 -3303608 1.4 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4129927 -3303608 1.41 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4131150 -3303608 1.42 Mixed.Bushwillow.Woodlands 2 0 3459 3.46
4132373 -3303608 1.44 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4133596 -3303608 1.46 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4134819 -3303608 1.49 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4136042 -3303608 1.52 Sabie.Crocodile.Thorn.Thickets 2 0 1730 1.73
4137266 -3303608 1.55 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4082228 -3302385 3 Pretoriuskop.Sourveld 8 1 0 0
4083451 -3302385 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4084674 -3302385 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4085897 -3302385 2.99 Pretoriuskop.Sourveld 2 0 1730 1.73
4087120 -3302385 2.98 Pretoriuskop.Sourveld 3 0 1223 1.22
4088343 -3302385 2.97 Malelane.Mountain.Bushveld 5 1 0 0
4089566 -3302385 2.94 Malelane.Mountain.Bushveld 1 0 1223 1.22
4090790 -3302385 2.89 Malelane.Mountain.Bushveld 4 0 2446 2.45
4092013 -3302385 2.82 Malelane.Mountain.Bushveld 2 0 2446 2.45
4093236 -3302385 2.71 Malelane.Mountain.Bushveld 2 0 1223 1.22
4094459 -3302385 2.58 Malelane.Mountain.Bushveld 7 1 0 0
4095682 -3302385 2.41 Malelane.Mountain.Bushveld 5 1 0 0
4096905 -3302385 2.22 Malelane.Mountain.Bushveld 10 1 0 0
4098128 -3302385 2.02 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4099351 -3302385 1.83 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4100574 -3302385 1.66 Mixed.Bushwillow.Woodlands 12 1 0 0
4101797 -3302385 1.5 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4103020 -3302385 1.38 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4104243 -3302385 1.28 Mixed.Bushwillow.Woodlands 6 1 0 0
4105466 -3302385 1.2 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4106689 -3302385 1.15 Mixed.Bushwillow.Woodlands 5 1 0 0
4107912 -3302385 1.11 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4109135 -3302385 1.08 Thorn.Veld 1 0 2446 2.45
4110358 -3302385 1.06 Thorn.Veld 1 0 2735 2.73
4111581 -3302385 1.04 Mixed.Bushwillow.Woodlands 4 0 1730 1.73
4112804 -3302385 1.03 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4114028 -3302385 1.02 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4115251 -3302385 1.02 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4116474 -3302385 1.03 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4117697 -3302385 1.04 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4118920 -3302385 1.06 Mixed.Bushwillow.Woodlands 4 0 3459 3.46
4120143 -3302385 1.08 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4121366 -3302385 1.11 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4122589 -3302385 1.15 Mixed.Bushwillow.Woodlands 7 1 0 0
4123812 -3302385 1.19 Mixed.Bushwillow.Woodlands 11 1 0 0
4125035 -3302385 1.22 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4126258 -3302385 1.25 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4127481 -3302385 1.28 Mixed.Bushwillow.Woodlands 2 0 3669 3.67
4128704 -3302385 1.29 Mixed.Bushwillow.Woodlands 0 0 3868 3.87
4129927 -3302385 1.31 Mixed.Bushwillow.Woodlands 0 0 3868 3.87
4131150 -3302385 1.33 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4132373 -3302385 1.35 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4133596 -3302385 1.38 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4134819 -3302385 1.42 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4136042 -3302385 1.46 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4137266 -3302385 1.5 Sabie.Crocodile.Thorn.Thickets 5 1 0 0
4082228 -3301162 3 Pretoriuskop.Sourveld 13 1 0 0
4083451 -3301162 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4084674 -3301162 3 Pretoriuskop.Sourveld 11 1 0 0
4085897 -3301162 2.99 Pretoriuskop.Sourveld 1 0 1223 1.22
4087120 -3301162 2.99 Pretoriuskop.Sourveld 2 0 1223 1.22
4088343 -3301162 2.97 Malelane.Mountain.Bushveld 2 0 1223 1.22
4089566 -3301162 2.95 Malelane.Mountain.Bushveld 1 0 1730 1.73
4090790 -3301162 2.9 Malelane.Mountain.Bushveld 3 0 2735 2.73
4092013 -3301162 2.83 Malelane.Mountain.Bushveld 4 0 2446 2.45
4093236 -3301162 2.73 Malelane.Mountain.Bushveld 2 0 1223 1.22
4094459 -3301162 2.6 Malelane.Mountain.Bushveld 5 1 0 0
4095682 -3301162 2.44 Malelane.Mountain.Bushveld 7 1 0 0
4096905 -3301162 2.25 Malelane.Mountain.Bushveld 0 0 1223 1.22
4098128 -3301162 2.06 Malelane.Mountain.Bushveld 1 0 1730 1.73
4099351 -3301162 1.86 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4100574 -3301162 1.67 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4101797 -3301162 1.51 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4103020 -3301162 1.37 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4104243 -3301162 1.26 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4105466 -3301162 1.18 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4106689 -3301162 1.12 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4107912 -3301162 1.08 Thorn.Veld 1 0 1730 1.73
4109135 -3301162 1.05 Thorn.Veld 1 0 2735 2.73
4110358 -3301162 1.03 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4111581 -3301162 1.02 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4112804 -3301162 1.02 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4114028 -3301162 1.01 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4115251 -3301162 1.01 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4116474 -3301162 1.02 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4117697 -3301162 1.02 Mixed.Bushwillow.Woodlands 2 0 3459 3.46
4118920 -3301162 1.04 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4120143 -3301162 1.05 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4121366 -3301162 1.08 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4122589 -3301162 1.1 Mixed.Bushwillow.Woodlands 11 1 0 0
4123812 -3301162 1.13 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4125035 -3301162 1.15 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4126258 -3301162 1.17 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4127481 -3301162 1.19 Mixed.Bushwillow.Woodlands 2 0 3868 3.87
4128704 -3301162 1.21 Mixed.Bushwillow.Woodlands 1 0 4892 4.89
4129927 -3301162 1.22 Mixed.Bushwillow.Woodlands 1 0 3669 3.67
4131150 -3301162 1.25 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4132373 -3301162 1.27 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4133596 -3301162 1.31 Mixed.Bushwillow.Woodlands 5 1 0 0
4134819 -3301162 1.35 Sabie.Crocodile.Thorn.Thickets 4 0 1223 1.22
4136042 -3301162 1.4 Sabie.Crocodile.Thorn.Thickets 14 1 0 0
4137266 -3301162 1.44 Sabie.Crocodile.Thorn.Thickets 10 1 0 0
4138489 -3301162 1.49 Sabie.Crocodile.Thorn.Thickets 2 0 1223 1.22
4082228 -3299939 3 Pretoriuskop.Sourveld 15 1 0 0
4083451 -3299939 3 Pretoriuskop.Sourveld 12 1 0 0
4084674 -3299939 3 Pretoriuskop.Sourveld 0 0 1223 1.22
4085897 -3299939 2.99 Pretoriuskop.Sourveld 6 1 0 0
4087120 -3299939 2.99 Pretoriuskop.Sourveld 10 1 0 0
4088343 -3299939 2.97 Malelane.Mountain.Bushveld 4 0 1223 1.22
4089566 -3299939 2.94 Malelane.Mountain.Bushveld 3 0 2446 2.45
4090790 -3299939 2.9 Malelane.Mountain.Bushveld 0 0 3459 3.46
4092013 -3299939 2.83 Malelane.Mountain.Bushveld 2 0 2446 2.45
4093236 -3299939 2.73 Malelane.Mountain.Bushveld 1 0 1223 1.22
4094459 -3299939 2.6 Malelane.Mountain.Bushveld 5 1 0 0
4095682 -3299939 2.45 Malelane.Mountain.Bushveld 3 0 1223 1.22
4096905 -3299939 2.27 Malelane.Mountain.Bushveld 6 1 0 0
4098128 -3299939 2.07 Malelane.Mountain.Bushveld 0 0 1223 1.22
4099351 -3299939 1.88 Malelane.Mountain.Bushveld 0 0 1223 1.22
4100574 -3299939 1.69 Mixed.Bushwillow.Woodlands 6 1 0 0
4101797 -3299939 1.52 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4103020 -3299939 1.37 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4104243 -3299939 1.25 Mixed.Bushwillow.Woodlands 3 0 2446 2.45
4105466 -3299939 1.17 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4106689 -3299939 1.1 Thorn.Veld 2 0 2446 2.45
4107912 -3299939 1.06 Thorn.Veld 2 0 2735 2.73
4109135 -3299939 1.04 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4110358 -3299939 1.02 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4111581 -3299939 1.01 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4112804 -3299939 1.01 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4114028 -3299939 1.01 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4115251 -3299939 1.01 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4116474 -3299939 1.01 Mixed.Bushwillow.Woodlands 3 0 3459 3.46
4117697 -3299939 1.01 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4118920 -3299939 1.02 Mixed.Bushwillow.Woodlands 3 0 2446 2.45
4120143 -3299939 1.03 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4121366 -3299939 1.05 Mixed.Bushwillow.Woodlands 10 1 0 0
4122589 -3299939 1.06 Mixed.Bushwillow.Woodlands 7 1 0 0
4123812 -3299939 1.08 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4125035 -3299939 1.09 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4126258 -3299939 1.11 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4127481 -3299939 1.12 Mixed.Bushwillow.Woodlands 0 0 4410 4.41
4128704 -3299939 1.14 Mixed.Bushwillow.Woodlands 1 0 5043 5.04
4129927 -3299939 1.15 Mixed.Bushwillow.Woodlands 1 0 3868 3.87
4131150 -3299939 1.18 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4132373 -3299939 1.21 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4133596 -3299939 1.25 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4134819 -3299939 1.29 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4136042 -3299939 1.34 Sabie.Crocodile.Thorn.Thickets 4 0 1223 1.22
4137266 -3299939 1.39 Sabie.Crocodile.Thorn.Thickets 6 1 0 0
4138489 -3299939 1.43 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4082228 -3298716 3 Pretoriuskop.Sourveld 15 1 0 0
4083451 -3298716 3 Pretoriuskop.Sourveld 5 1 0 0
4084674 -3298716 3 Pretoriuskop.Sourveld 1 0 1223 1.22
4085897 -3298716 2.99 Pretoriuskop.Sourveld 1 0 1223 1.22
4087120 -3298716 2.98 Pretoriuskop.Sourveld 9 1 0 0
4088343 -3298716 2.97 Malelane.Mountain.Bushveld 4 0 1223 1.22
4089566 -3298716 2.94 Malelane.Mountain.Bushveld 3 0 1730 1.73
4090790 -3298716 2.89 Malelane.Mountain.Bushveld 1 0 2735 2.73
4092013 -3298716 2.82 Malelane.Mountain.Bushveld 0 0 1730 1.73
4093236 -3298716 2.72 Malelane.Mountain.Bushveld 1 0 1223 1.22
4094459 -3298716 2.59 Malelane.Mountain.Bushveld 1 0 1223 1.22
4095682 -3298716 2.43 Malelane.Mountain.Bushveld 8 1 0 0
4096905 -3298716 2.25 Malelane.Mountain.Bushveld 1 0 1223 1.22
4098128 -3298716 2.07 Malelane.Mountain.Bushveld 3 0 1730 1.73
4099351 -3298716 1.88 Malelane.Mountain.Bushveld 3 0 1730 1.73
4100574 -3298716 1.69 Malelane.Mountain.Bushveld 2 0 1223 1.22
4101797 -3298716 1.53 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4103020 -3298716 1.38 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4104243 -3298716 1.26 Mixed.Bushwillow.Woodlands 1 0 3459 3.46
4105466 -3298716 1.16 Thorn.Veld 1 0 2735 2.73
4106689 -3298716 1.1 Thorn.Veld 1 0 2446 2.45
4107912 -3298716 1.06 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4109135 -3298716 1.03 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4110358 -3298716 1.02 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4111581 -3298716 1.01 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4112804 -3298716 1 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4114028 -3298716 1 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4115251 -3298716 1 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4116474 -3298716 1 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4117697 -3298716 1.01 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4118920 -3298716 1.01 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4120143 -3298716 1.02 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4121366 -3298716 1.03 Mixed.Bushwillow.Woodlands 7 1 0 0
4122589 -3298716 1.04 Mixed.Bushwillow.Woodlands 14 1 0 0
4123812 -3298716 1.04 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4125035 -3298716 1.05 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4126258 -3298716 1.06 Mixed.Bushwillow.Woodlands 1 0 3669 3.67
4127481 -3298716 1.07 Mixed.Bushwillow.Woodlands 3 0 4892 4.89
4128704 -3298716 1.09 Mixed.Bushwillow.Woodlands 1 0 5043 5.04
4129927 -3298716 1.1 Mixed.Bushwillow.Woodlands 2 0 3868 3.87
4131150 -3298716 1.13 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4132373 -3298716 1.16 Mixed.Bushwillow.Woodlands 4 0 1730 1.73
4133596 -3298716 1.2 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4134819 -3298716 1.24 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4136042 -3298716 1.29 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4137266 -3298716 1.33 Sabie.Crocodile.Thorn.Thickets 11 1 0 0
4138489 -3298716 1.37 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4082228 -3297493 3 Pretoriuskop.Sourveld 2 0 1223 1.22
4083451 -3297493 3 Pretoriuskop.Sourveld 1 0 1223 1.22
4084674 -3297493 3 Pretoriuskop.Sourveld 0 0 1223 1.22
4085897 -3297493 2.99 Pretoriuskop.Sourveld 8 1 0 0
4087120 -3297493 2.98 Pretoriuskop.Sourveld 9 1 0 0
4088343 -3297493 2.96 Malelane.Mountain.Bushveld 5 1 0 0
4089566 -3297493 2.93 Malelane.Mountain.Bushveld 3 0 1223 1.22
4090790 -3297493 2.87 Malelane.Mountain.Bushveld 2 0 1730 1.73
4092013 -3297493 2.79 Malelane.Mountain.Bushveld 0 0 1223 1.22
4093236 -3297493 2.68 Malelane.Mountain.Bushveld 9 1 0 0
4094459 -3297493 2.55 Malelane.Mountain.Bushveld 10 1 0 0
4095682 -3297493 2.39 Malelane.Mountain.Bushveld 10 1 0 0
4096905 -3297493 2.21 Thorn.Veld 1 0 1223 1.22
4098128 -3297493 2.03 Malelane.Mountain.Bushveld 1 0 2446 2.45
4099351 -3297493 1.85 Malelane.Mountain.Bushveld 3 0 2735 2.73
4100574 -3297493 1.67 Malelane.Mountain.Bushveld 3 0 2446 2.45
4101797 -3297493 1.51 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4103020 -3297493 1.37 Mixed.Bushwillow.Woodlands 2 0 3459 3.46
4104243 -3297493 1.25 Thorn.Veld 1 0 2735 2.73
4105466 -3297493 1.16 Thorn.Veld 2 0 1730 1.73
4106689 -3297493 1.09 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4107912 -3297493 1.05 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4109135 -3297493 1.03 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4110358 -3297493 1.01 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4111581 -3297493 1.01 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4112804 -3297493 1 Mixed.Bushwillow.Woodlands 6 1 0 0
4114028 -3297493 1 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4115251 -3297493 1 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4116474 -3297493 1 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4117697 -3297493 1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4118920 -3297493 1.01 Mixed.Bushwillow.Woodlands 10 1 0 0
4120143 -3297493 1.01 Mixed.Bushwillow.Woodlands 7 1 0 0
4121366 -3297493 1.01 Mixed.Bushwillow.Woodlands 12 1 0 0
4122589 -3297493 1.02 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4123812 -3297493 1.02 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4125035 -3297493 1.03 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4126258 -3297493 1.04 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4127481 -3297493 1.04 Mixed.Bushwillow.Woodlands 3 0 4410 4.41
4128704 -3297493 1.06 Mixed.Bushwillow.Woodlands 0 0 4892 4.89
4129927 -3297493 1.07 Mixed.Bushwillow.Woodlands 1 0 3669 3.67
4131150 -3297493 1.1 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4132373 -3297493 1.13 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4133596 -3297493 1.17 Mixed.Bushwillow.Woodlands 6 1 0 0
4134819 -3297493 1.21 Mixed.Bushwillow.Woodlands 5 1 0 0
4136042 -3297493 1.25 Mixed.Bushwillow.Woodlands 8 1 0 0
4137266 -3297493 1.29 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4138489 -3297493 1.33 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4082228 -3296270 3 Pretoriuskop.Sourveld 1 0 1730 1.73
4083451 -3296270 3 Pretoriuskop.Sourveld 0 0 1223 1.22
4084674 -3296270 3 Pretoriuskop.Sourveld 0 0 1223 1.22
4085897 -3296270 2.99 Pretoriuskop.Sourveld 2 0 1223 1.22
4087120 -3296270 2.98 Pretoriuskop.Sourveld 7 1 0 0
4088343 -3296270 2.96 Malelane.Mountain.Bushveld 3 0 1223 1.22
4089566 -3296270 2.92 Malelane.Mountain.Bushveld 2 0 1730 1.73
4090790 -3296270 2.86 Malelane.Mountain.Bushveld 2 0 1223 1.22
4092013 -3296270 2.77 Malelane.Mountain.Bushveld 7 1 0 0
4093236 -3296270 2.64 Malelane.Mountain.Bushveld 2 0 1223 1.22
4094459 -3296270 2.5 Malelane.Mountain.Bushveld 4 0 1223 1.22
4095682 -3296270 2.33 Thorn.Veld 1 0 1223 1.22
4096905 -3296270 2.15 Thorn.Veld 0 0 1730 1.73
4098128 -3296270 1.97 Thorn.Veld 4 0 2735 2.73
4099351 -3296270 1.79 Malelane.Mountain.Bushveld 4 0 3459 3.46
4100574 -3296270 1.63 Malelane.Mountain.Bushveld 2 0 3669 3.67
4101797 -3296270 1.48 Malelane.Mountain.Bushveld 0 0 3669 3.67
4103020 -3296270 1.35 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4104243 -3296270 1.24 Thorn.Veld 2 0 1730 1.73
4105466 -3296270 1.15 Thorn.Veld 1 0 1223 1.22
4106689 -3296270 1.09 Mixed.Bushwillow.Woodlands 16 1 0 0
4107912 -3296270 1.05 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4109135 -3296270 1.02 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4110358 -3296270 1.01 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4111581 -3296270 1.01 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4112804 -3296270 1 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4114028 -3296270 1 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4115251 -3296270 1 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4116474 -3296270 1 Mixed.Bushwillow.Woodlands 6 1 0 0
4117697 -3296270 1 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4118920 -3296270 1 Mixed.Bushwillow.Woodlands 9 1 0 0
4120143 -3296270 1 Mixed.Bushwillow.Woodlands 10 1 0 0
4121366 -3296270 1.01 Mixed.Bushwillow.Woodlands 9 1 0 0
4122589 -3296270 1.01 Mixed.Bushwillow.Woodlands 5 1 0 0
4123812 -3296270 1.01 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4125035 -3296270 1.02 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4126258 -3296270 1.02 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4127481 -3296270 1.03 Mixed.Bushwillow.Woodlands 3 0 3868 3.87
4128704 -3296270 1.04 Mixed.Bushwillow.Woodlands 1 0 5043 5.04
4129927 -3296270 1.05 Mixed.Bushwillow.Woodlands 0 0 3868 3.87
4131150 -3296270 1.08 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4132373 -3296270 1.11 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4133596 -3296270 1.15 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4134819 -3296270 1.19 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4136042 -3296270 1.23 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4137266 -3296270 1.27 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4138489 -3296270 1.3 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4083451 -3295047 3 Pretoriuskop.Sourveld 11 1 0 0
4084674 -3295047 2.99 Pretoriuskop.Sourveld 8 1 0 0
4085897 -3295047 2.99 Pretoriuskop.Sourveld 3 0 1223 1.22
4087120 -3295047 2.98 Pretoriuskop.Sourveld 4 0 1223 1.22
4088343 -3295047 2.95 Pretoriuskop.Sourveld 5 1 0 0
4089566 -3295047 2.91 Malelane.Mountain.Bushveld 4 0 1223 1.22
4090790 -3295047 2.84 Malelane.Mountain.Bushveld 4 0 1223 1.22
4092013 -3295047 2.74 Malelane.Mountain.Bushveld 2 0 1223 1.22
4093236 -3295047 2.6 Malelane.Mountain.Bushveld 2 0 1730 1.73
4094459 -3295047 2.44 Malelane.Mountain.Bushveld 3 0 2446 2.45
4095682 -3295047 2.26 Thorn.Veld 4 0 1730 1.73
4096905 -3295047 2.07 Thorn.Veld 3 0 1223 1.22
4098128 -3295047 1.89 Thorn.Veld 2 0 1730 1.73
4099351 -3295047 1.72 Malelane.Mountain.Bushveld 3 0 2735 2.73
4100574 -3295047 1.56 Malelane.Mountain.Bushveld 1 0 2735 2.73
4101797 -3295047 1.42 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4103020 -3295047 1.31 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4104243 -3295047 1.21 Thorn.Veld 2 0 1223 1.22
4105466 -3295047 1.13 Mixed.Bushwillow.Woodlands 5 1 0 0
4106689 -3295047 1.08 Mixed.Bushwillow.Woodlands 6 1 0 0
4107912 -3295047 1.04 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4109135 -3295047 1.02 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4110358 -3295047 1.01 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4111581 -3295047 1 Mixed.Bushwillow.Woodlands 16 1 0 0
4112804 -3295047 1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4114028 -3295047 1 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4115251 -3295047 1 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4116474 -3295047 1 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4117697 -3295047 1 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4118920 -3295047 1 Mixed.Bushwillow.Woodlands 6 1 0 0
4120143 -3295047 1 Mixed.Bushwillow.Woodlands 11 1 0 0
4121366 -3295047 1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4122589 -3295047 1 Mixed.Bushwillow.Woodlands 9 1 0 0
